ID,Task
144010,0
77102,0
111701,0
26252,0
88769,0
34573,0
17068,0
12245,0
57071,0
64794,0
47658,0
47653,0
72295,0
133070,0
3782,0
5438,0
112595,0
59108,0
52359,0
28893,0
123564,0
37197,0
126051,0
44707,0
76236,0
50032,0
142581,0
87495,0
38466,0
45735,0
43192,0
30305,0
82202,0
100492,0
24767,0
128304,0
62298,0
134292,0
15525,0
16319,0
125294,0
140440,0
10672,0
91504,0
83236,0
39406,0
62013,0
142120,0
67964,0
138905,0
11567,0
138804,0
33414,0
80695,0
72558,0
52796,0
55481,0
54747,0
114786,0
121391,0
114121,0
120869,0
39174,0
7251,0
70317,0
35625,0
39823,0
124350,0
1522,0
116634,0
88267,0
33491,0
104454,0
53248,0
63069,0
144380,0
10140,0
73716,0
134185,0
142459,0
88676,0
116186,0
144812,0
78862,0
34987,0
72624,0
53891,0
60590,0
29262,0
139176,0
16280,0
88883,0
70694,0
79728,0
22450,0
124884,0
38096,0
30463,0
83945,0
8230,0
122909,0
20844,0
139604,0
54889,0
60991,0
89324,0
130018,0
120922,0
73520,0
62569,0
139838,0
143870,0
43494,0
67473,0
109803,0
53033,0
115186,0
35432,0
5399,0
52970,0
141128,0
7384,0
111707,0
66088,0
38340,0
113060,0
120336,0
123080,0
134669,0
15692,0
133469,0
7381,0
121228,0
11925,0
61220,0
57007,0
2975,0
108244,0
68691,0
103209,0
127217,0
9526,0
110221,0
61159,0
132864,0
62866,0
112381,0
27923,0
111097,0
32189,0
140172,0
10064,0
75041,0
60657,0
124411,0
13637,0
91313,0
87867,0
88269,0
81621,0
60343,0
121699,0
51749,0
16765,0
3548,0
40271,0
121712,0
110932,0
134072,0
58250,0
139681,0
104018,0
53724,0
12960,0
51357,0
7847,0
59631,0
19792,0
114447,0
123270,0
144816,0
116264,0
4874,0
113127,0
136145,0
106434,0
93563,0
128894,0
26582,0
21437,0
17056,0
7319,0
137210,0
804,0
2184,0
21290,0
116535,0
140128,0
126221,0
34123,0
131498,0
95575,0
12800,0
76588,0
78831,0
133246,0
17095,0
57838,0
137781,0
82127,0
131433,0
55661,0
137062,0
10431,0
85612,0
36762,0
98709,0
126517,0
114004,0
69160,0
48441,0
117640,0
27373,0
7876,0
91012,0
120966,0
39111,0
117523,0
57806,0
117154,0
143303,0
34,0
79984,0
1543,0
81728,0
116722,0
43874,0
82908,0
119913,0
79001,0
43325,0
94061,0
138668,0
115279,0
19957,0
138760,0
57976,0
65492,0
64689,0
98353,0
7767,0
101750,0
93710,0
137950,0
93164,0
76692,0
59947,0
142432,0
73587,0
61997,0
94001,0
36926,0
33122,0
77936,0
113543,0
34928,0
21436,0
128190,0
65208,0
60015,0
75384,0
31413,0
13658,0
132195,0
99758,0
72780,0
14843,0
82379,0
100457,0
96193,0
27456,0
11501,0
37048,0
117046,0
125254,0
125029,0
93020,0
140322,0
78264,0
63929,0
134145,0
436,0
128318,0
391,0
12847,0
75217,0
121333,0
55851,0
132078,0
123417,0
33967,0
86890,0
20725,0
92748,0
138995,0
91071,0
3304,0
36952,0
115712,0
33869,0
87096,0
46485,0
10389,0
137646,0
129010,0
138929,0
16886,0
130611,0
62413,0
106967,0
129494,0
90701,0
133667,0
82241,0
26516,0
16666,0
60249,0
42118,0
94916,0
2130,0
112198,0
48631,0
10512,0
141666,0
11328,0
121717,0
85146,0
58782,0
109693,0
14370,0
69244,0
22653,0
23626,0
142147,0
144007,0
53776,0
26016,0
33070,0
980,0
76374,0
95307,0
137622,0
88477,0
79209,0
47643,0
61364,0
60845,0
73810,0
131619,0
34695,0
53557,0
4155,0
17555,0
115622,0
25066,0
29753,0
143914,0
119791,0
64988,0
55265,0
22033,0
68278,0
113250,0
30673,0
16016,0
90028,0
55821,0
96713,0
31224,0
143041,0
106670,0
8215,0
70515,0
127151,0
131752,0
23604,0
12870,0
122807,0
139756,0
13933,0
29637,0
57582,0
19697,0
67892,0
91608,0
12925,0
108243,0
651,0
72866,0
145298,0
125459,0
55536,0
9728,0
123965,0
128783,0
140638,0
2495,0
62730,0
93451,0
96753,0
101488,0
60987,0
27008,0
117332,0
101000,0
4189,0
140759,0
32032,0
102151,0
5059,0
42508,0
12702,0
109304,0
13732,0
108962,0
17037,0
70715,0
134119,0
140331,0
134519,0
16245,0
65523,0
99102,0
89798,0
129464,0
138623,0
97140,0
73848,0
119252,0
105243,0
51061,0
144402,0
143596,0
106820,0
6985,0
47454,0
42004,0
76871,0
71959,0
35997,0
22052,0
128421,0
140119,0
56421,0
96069,0
131576,0
142824,0
53518,0
40083,0
44206,0
75031,0
10870,0
80422,0
81100,0
28771,0
18248,0
76726,0
75471,0
123192,0
89303,0
30942,0
126001,0
42787,0
58208,0
107034,0
123954,0
24450,0
14659,0
87248,0
20326,0
89208,0
38339,0
111046,0
139086,0
18040,0
72842,0
44098,0
118232,0
129092,0
37012,0
127678,0
44626,0
20347,0
8968,0
72798,0
142399,0
66578,0
1059,0
25283,0
123316,0
113474,0
99486,0
16264,0
140312,0
22711,0
139165,0
100658,0
93101,0
35390,0
18905,0
45555,0
76738,0
134062,0
57482,0
128438,0
83313,0
132433,0
107262,0
139938,0
74409,0
109389,0
77995,0
72677,0
11407,0
60625,0
7623,0
51904,0
132811,0
119427,0
198,0
100552,0
136053,0
77023,0
94976,0
89934,0
136341,0
7674,0
126265,0
96437,0
27002,0
40076,0
21475,0
85484,0
30520,0
79122,0
9900,0
133895,0
101705,0
82425,0
30479,0
117945,0
71401,0
135315,0
137998,0
143297,0
129865,0
1375,0
7978,0
85701,0
70751,0
90296,0
94940,0
22751,0
134018,0
101928,0
65451,0
115610,0
141980,0
64382,0
84094,0
127450,0
6940,0
132756,0
113485,0
143508,0
129450,0
50168,0
110467,0
74937,0
21372,0
74166,0
36997,0
32237,0
51208,0
16499,0
139770,0
94986,0
111527,0
35736,0
9582,0
103622,0
140258,0
4896,0
142446,0
28632,0
119305,0
61004,0
107005,0
90448,0
123334,0
94367,0
123717,0
72696,0
105655,0
94352,0
140699,0
109961,0
84288,0
58982,0
128085,0
28472,0
131771,0
116573,0
9249,0
133532,0
73629,0
35041,0
53359,0
71186,0
126813,0
37753,0
36588,0
102945,0
121014,0
45353,0
136778,0
106286,0
60251,0
28898,0
38641,0
113527,0
25857,0
118205,0
100564,0
50647,0
9342,0
109374,0
31810,0
30329,0
50781,0
15838,0
108700,0
94734,0
11076,0
36846,0
5651,0
47926,0
101267,0
104548,0
85299,0
63740,0
42209,0
54813,0
15258,0
14804,0
102080,0
40220,0
109352,0
5396,0
144650,0
58512,0
82388,0
26183,0
70367,0
103172,0
118097,0
131318,0
71395,0
77412,0
136972,0
98299,0
106240,0
40973,0
97500,0
15513,0
44979,0
80812,0
13238,0
30077,0
21695,0
61202,0
100076,0
113085,0
2290,0
102685,0
138912,0
101774,0
144811,0
103720,0
46663,0
49182,0
109032,0
49462,0
90308,0
121083,0
99478,0
31022,0
102655,0
45998,0
125218,0
53774,0
39019,0
108738,0
33788,0
67729,0
28354,0
104507,0
30708,0
67135,0
44882,0
64338,0
107901,0
32762,0
142409,0
53423,0
144293,0
20399,0
57075,0
6262,0
130250,0
64625,0
70312,0
125159,0
78141,0
132579,0
144607,0
140283,0
40901,0
95594,0
60502,0
89594,0
57330,0
110708,0
67386,0
24059,0
60080,0
121041,0
108165,0
47095,0
52666,0
9663,0
119781,0
76166,0
49320,0
133432,0
125940,0
30277,0
138438,0
51625,0
76888,0
22349,0
93909,0
21748,0
5519,0
60959,0
11983,0
85154,0
26031,0
50549,0
113442,0
87494,0
94193,0
16785,0
34866,0
129938,0
40367,0
133263,0
106828,0
78327,0
101429,0
62463,0
87317,0
34203,0
29901,0
8693,0
5827,0
20965,0
94232,0
42777,0
104083,0
55348,0
15466,0
108339,0
38218,0
44483,0
127692,0
98448,0
20094,0
123198,0
33222,0
136752,0
67214,0
123661,0
84237,0
90186,0
64161,0
125762,0
65739,0
110390,0
135117,0
45962,0
3416,0
123655,0
49071,0
90227,0
522,0
134472,0
89659,0
104133,0
54496,0
14321,0
8748,0
97578,0
123868,0
102749,0
140134,0
127689,0
129228,0
102209,0
1792,0
43566,0
45495,0
66241,0
113608,0
139505,0
116598,0
126511,0
126569,0
23733,0
47085,0
120188,0
94290,0
133573,0
37635,0
99412,0
39762,0
51709,0
23463,0
59363,0
34834,0
53494,0
107684,0
6767,0
94017,0
44706,0
45804,0
108252,0
83548,0
84152,0
107702,0
46325,0
13380,0
50761,0
110852,0
134639,0
34244,0
104856,0
36649,0
60827,0
116741,0
45259,0
77435,0
130149,0
142805,0
75349,0
14625,0
114137,0
61780,0
83019,0
90115,0
11980,0
66826,0
95327,0
96186,0
90099,0
6561,0
8295,0
84611,0
116551,0
140127,0
37927,0
73799,0
59442,0
70372,0
78849,0
116124,0
67547,0
4790,0
16686,0
97913,0
83500,0
81831,0
11257,0
20170,0
59047,0
48594,0
124675,0
110330,0
82406,0
115478,0
79155,0
9351,0
77750,0
38117,0
97946,0
104324,0
105863,0
93627,0
72716,0
123025,0
104810,0
75005,0
5952,0
130739,0
33425,0
128031,0
100786,0
110439,0
82378,0
122053,0
109653,0
138076,0
25915,0
68576,0
84510,0
12071,0
75655,0
3701,0
50919,0
120006,0
18995,0
136944,0
28416,0
43077,0
126304,0
60472,0
107897,0
46342,0
108794,0
121954,0
28739,0
67869,0
61656,0
82179,0
56343,0
5954,0
74626,0
34659,0
58294,0
115387,0
99112,0
104036,0
58149,0
45234,0
122037,0
32038,0
115913,0
2852,0
112137,0
18118,0
37725,0
82589,0
125319,0
94422,0
121845,0
125728,0
125096,0
97422,0
145140,0
62428,0
103464,0
30886,0
88470,0
88394,0
95602,0
76529,0
114647,0
48103,0
73011,0
132083,0
85722,0
142309,0
63949,0
80126,0
80155,0
68612,0
56742,0
14827,0
50871,0
106212,0
121092,0
88224,0
1874,0
99178,0
67184,0
78171,0
1768,0
127,0
44234,0
62193,0
106712,0
96997,0
6792,0
59446,0
59864,0
9187,0
32067,0
32049,0
27839,0
115555,0
108582,0
145034,0
124575,0
134286,0
29463,0
14685,0
26239,0
128813,0
134224,0
7929,0
36723,0
136762,0
81239,0
32537,0
35586,0
98764,0
10464,0
53874,0
105008,0
120500,0
133523,0
142878,0
97886,0
32623,0
7339,0
137543,0
106316,0
1876,0
50447,0
96223,0
141209,0
33279,0
45315,0
67543,0
25418,0
95370,0
33438,0
66849,0
85664,0
13022,0
80320,0
33802,0
136813,0
131303,0
33784,0
65168,0
92994,0
111918,0
61845,0
98527,0
117023,0
132732,0
3222,0
18198,0
97420,0
39960,0
37724,0
68035,0
36120,0
77503,0
112887,0
124831,0
111044,0
48018,0
24573,0
133914,0
32149,0
18331,0
4597,0
84101,0
72375,0
31402,0
120505,0
110783,0
125193,0
3903,0
145000,0
8506,0
141519,0
41082,0
117,0
132140,0
7259,0
12184,0
80645,0
29972,0
85671,0
59758,0
135323,0
38220,0
56706,0
45488,0
113230,0
128899,0
104864,0
114696,0
95026,0
59477,0
123445,0
38277,0
62816,0
59033,0
114205,0
15714,0
70869,0
125130,0
19424,0
110530,0
120087,0
93628,0
119137,0
37224,0
136376,0
41331,0
36013,0
134202,0
109353,0
78559,0
75779,0
47537,0
2174,0
37277,0
60119,0
25691,0
28173,0
71280,0
8409,0
41605,0
34772,0
90065,0
34847,0
23821,0
91058,0
46524,0
6110,0
39699,0
135809,0
99444,0
63980,0
141979,0
50878,0
96527,0
112987,0
108907,0
71073,0
73125,0
72414,0
141501,0
56354,0
50225,0
90682,0
94489,0
91051,0
83566,0
53558,0
131481,0
59769,0
142151,0
29648,0
116459,0
34947,0
106428,0
91957,0
73446,0
99920,0
129025,0
7714,0
3057,0
130630,0
113772,0
72026,0
115414,0
19289,0
50038,0
119949,0
136649,0
71213,0
3381,0
135770,0
26103,0
109980,0
116863,0
123895,0
24537,0
29387,0
21967,0
27053,0
89936,0
108003,0
117779,0
99768,0
111000,0
96663,0
99838,0
11348,0
97437,0
54425,0
133805,0
57709,0
54116,0
85144,0
46048,0
26356,0
14437,0
1275,0
101341,0
56322,0
32489,0
105489,0
86990,0
82244,0
143325,0
108910,0
45903,0
2945,0
51953,0
144659,0
4272,0
34605,0
19581,0
8492,0
85149,0
11114,0
70011,0
91823,0
102803,0
73268,0
79264,0
52316,0
38583,0
122364,0
52512,0
8950,0
122999,0
18842,0
77212,0
56595,0
83376,0
27060,0
46675,0
110407,0
67823,0
47426,0
54037,0
32042,0
63558,0
23787,0
21801,0
107805,0
68010,0
75136,0
96075,0
115989,0
134222,0
36406,0
41146,0
110647,0
144438,0
79491,0
9419,0
74790,0
116225,0
33402,0
88036,0
84182,0
39964,0
44114,0
46723,0
93585,0
115147,0
141226,0
137378,0
97905,0
100312,0
76111,0
46757,0
65050,0
85901,0
99088,0
56205,0
30724,0
89190,0
128079,0
135536,0
48727,0
127415,0
70189,0
38029,0
95342,0
62794,0
129294,0
12739,0
117051,0
100139,0
66869,0
79425,0
62505,0
98761,0
60888,0
54974,0
123635,0
65467,0
108220,0
85590,0
129222,0
22990,0
95508,0
130527,0
59841,0
97280,0
18820,0
47063,0
26960,0
25326,0
17392,0
113119,0
2034,0
4112,0
27193,0
56265,0
114291,0
117438,0
125656,0
99410,0
53939,0
140046,0
53879,0
79379,0
105644,0
33659,0
15742,0
139940,0
58228,0
142468,0
62669,0
142233,0
108461,0
11096,0
77532,0
24926,0
49378,0
82934,0
949,0
88831,0
144150,0
113427,0
89891,0
43665,0
119605,0
35735,0
114630,0
41201,0
112710,0
55040,0
34291,0
79020,0
77014,0
90872,0
49667,0
46821,0
67761,0
68854,0
40320,0
33858,0
24396,0
84356,0
40885,0
31948,0
119743,0
96522,0
12321,0
35277,0
57059,0
109013,0
104617,0
811,0
45026,0
136513,0
10171,0
30130,0
31939,0
65775,0
126784,0
29936,0
135138,0
64526,0
110644,0
51605,0
138770,0
96648,0
5980,0
61183,0
56191,0
136521,0
40889,0
21260,0
106720,0
85827,0
34840,0
89730,0
108555,0
101472,0
107102,0
22543,0
130846,0
31847,0
23211,0
77922,0
130887,0
17524,0
109954,0
24375,0
89334,0
37027,0
142392,0
95541,0
26205,0
34926,0
79013,0
86457,0
126585,0
62022,0
94282,0
109820,0
40219,0
106655,0
63438,0
68016,0
140071,0
66368,0
114332,0
144069,0
30918,0
72301,0
96259,0
139117,0
113463,0
9794,0
143915,0
55307,0
66736,0
68533,0
28159,0
16386,0
44283,0
129215,0
87168,0
27835,0
106127,0
54143,0
81343,0
36908,0
31200,0
104308,0
19022,0
139629,0
16107,0
75708,0
117884,0
112458,0
77876,0
29747,0
90939,0
126128,0
94413,0
143093,0
126294,0
116690,0
59038,0
110,0
33705,0
99155,0
108068,0
109852,0
56166,0
110985,0
54076,0
76431,0
104339,0
31889,0
78170,0
137587,0
83665,0
21476,0
63070,0
60762,0
58348,0
54171,0
114490,0
35462,0
42835,0
70961,0
89350,0
5601,0
50194,0
53390,0
137594,0
131399,0
65372,0
59001,0
84038,0
67134,0
23044,0
20818,0
112574,0
30570,0
82898,0
78075,0
93655,0
26191,0
76606,0
47444,0
81691,0
80344,0
98301,0
34916,0
99222,0
17642,0
106547,0
88629,0
38256,0
15585,0
114571,0
27407,0
19020,0
44646,0
59848,0
103910,0
118704,0
142586,0
120668,0
124292,0
70475,0
136981,0
43630,0
57025,0
38990,0
142424,0
98907,0
34342,0
77020,0
134674,0
102961,0
79168,0
17766,0
91002,0
137467,0
144215,0
94162,0
143989,0
48057,0
30952,0
13396,0
27570,0
663,0
77970,0
38762,0
98027,0
34119,0
30878,0
115371,0
89494,0
58740,0
101704,0
83802,0
117007,0
137926,0
14651,0
137462,0
145379,0
28729,0
49436,0
119999,0
105767,0
61406,0
105188,0
58170,0
3166,0
116253,0
39831,0
78850,0
81570,0
64916,0
6006,0
72765,0
5061,0
40438,0
74113,0
51346,0
24230,0
117415,0
121647,0
20201,0
101629,0
77404,0
109444,0
111530,0
7383,0
122154,0
80255,0
91314,0
106115,0
41963,0
2996,0
23046,0
88684,0
57197,0
137680,0
10424,0
130967,0
122512,0
9246,0
43458,0
129552,0
132229,0
323,0
81303,0
121125,0
63691,0
100411,0
11589,0
36785,0
96575,0
56905,0
39327,0
118427,0
91093,0
95699,0
55800,0
141656,0
144467,0
33473,0
91188,0
28998,0
24906,0
64378,0
120343,0
72923,0
27056,0
63166,0
77946,0
8270,0
102249,0
100421,0
50239,0
42206,0
125038,0
42014,0
62367,0
65889,0
137519,0
37400,0
94276,0
44198,0
72903,0
65071,0
40174,0
90364,0
6540,0
137356,0
97893,0
41925,0
59220,0
33195,0
25967,0
7689,0
39839,0
52608,0
97109,0
70414,0
37789,0
4851,0
40110,0
122796,0
114219,0
126939,0
73625,0
77855,0
66546,0
118090,0
140540,0
52333,0
131476,0
143335,0
49716,0
45522,0
97430,0
44415,0
10766,0
7266,0
134242,0
139180,0
29608,0
1091,0
21884,0
47450,0
75868,0
120909,0
92948,0
83901,0
59160,0
50569,0
15477,0
122805,0
130594,0
70479,0
52735,0
71547,0
88201,0
40866,0
2115,0
93999,0
49624,0
102123,0
60871,0
3414,0
58821,0
114325,0
59265,0
20613,0
88511,0
92829,0
57581,0
122063,0
111084,0
76052,0
121290,0
74386,0
55872,0
87880,0
76834,0
91883,0
94711,0
23573,0
4328,0
82205,0
43014,0
48286,0
62019,0
82883,0
48262,0
112922,0
10553,0
123818,0
65868,0
15333,0
62221,0
30443,0
90451,0
85540,0
659,0
102680,0
90949,0
96998,0
135472,0
11043,0
29305,0
93556,0
92807,0
114367,0
115607,0
74879,0
97048,0
14460,0
105060,0
55038,0
35424,0
84634,0
65190,0
66705,0
133204,0
62750,0
131596,0
54367,0
12078,0
113715,0
21648,0
34496,0
51821,0
12545,0
111012,0
122199,0
68036,0
54474,0
133901,0
72776,0
131545,0
93641,0
104741,0
47494,0
56496,0
39184,0
52640,0
55422,0
41513,0
47790,0
78499,0
144100,0
96112,0
18342,0
90113,0
119401,0
27512,0
50977,0
110402,0
78224,0
60418,0
54052,0
20748,0
91056,0
16042,0
143534,0
141624,0
129462,0
16899,0
66742,0
42870,0
97909,0
8561,0
18938,0
138468,0
52192,0
34878,0
64906,0
53511,0
52220,0
2165,0
83158,0
144151,0
4685,0
56913,0
35605,0
36860,0
124775,0
17846,0
115580,0
84471,0
53567,0
65271,0
4196,0
48956,0
94432,0
127593,0
46882,0
86946,0
86476,0
108630,0
85758,0
91924,0
54419,0
60727,0
123681,0
53666,0
125248,0
84245,0
89697,0
76279,0
25026,0
138434,0
55447,0
101143,0
141072,0
61923,0
62322,0
3418,0
107660,0
72324,0
25057,0
105053,0
29754,0
3142,0
58709,0
36771,0
33041,0
5746,0
71930,0
112664,0
112405,0
111874,0
5604,0
34034,0
9177,0
43076,0
133474,0
25324,0
141611,0
62097,0
7331,0
97390,0
129495,0
108150,0
80023,0
54046,0
89569,0
39721,0
508,0
110605,0
53754,0
74358,0
66205,0
94343,0
66813,0
6579,0
55938,0
125868,0
64360,0
123375,0
33185,0
59403,0
76119,0
1454,0
106693,0
100570,0
62984,0
18821,0
127704,0
16521,0
133720,0
61974,0
132102,0
108191,0
143633,0
23669,0
100785,0
71308,0
81763,0
55115,0
143559,0
114734,0
85246,0
51475,0
6738,0
26037,0
125809,0
45613,0
46920,0
298,0
134557,0
6606,0
12886,0
32788,0
127905,0
119262,0
112608,0
110359,0
89587,0
102387,0
85576,0
104604,0
135063,0
24901,0
105641,0
122360,0
58342,0
130591,0
74354,0
13247,0
6351,0
56564,0
105990,0
12966,0
94511,0
128462,0
49845,0
102972,0
143922,0
109868,0
12896,0
52423,0
4568,0
18442,0
43633,0
67126,0
140891,0
132157,0
32550,0
16436,0
21222,0
65907,0
78164,0
33654,0
54811,0
60838,0
44546,0
13858,0
46677,0
25487,0
5874,0
54539,0
117164,0
80603,0
101161,0
57958,0
23523,0
144532,0
66879,0
125119,0
95050,0
13098,0
123306,0
56140,0
80226,0
23234,0
65089,0
106950,0
140078,0
115959,0
3945,0
16435,0
117572,0
4338,0
8027,0
137100,0
61205,0
137297,0
136324,0
111354,0
62478,0
133868,0
121263,0
119067,0
25783,0
106806,0
141343,0
20514,0
32240,0
97814,0
58727,0
66420,0
116380,0
113087,0
38925,0
87444,0
44712,0
99605,0
45623,0
81277,0
77618,0
43928,0
114900,0
113804,0
86568,0
54371,0
131558,0
117746,0
9659,0
43428,0
117072,0
105549,0
9679,0
129458,0
84055,0
57891,0
39638,0
112757,0
113384,0
42610,0
34223,0
102553,0
125996,0
93705,0
82003,0
131326,0
16678,0
51927,0
48468,0
119754,0
131748,0
66943,0
73489,0
92553,0
68424,0
99702,0
61107,0
49400,0
82965,0
31372,0
63952,0
22801,0
51280,0
18533,0
57129,0
24602,0
36511,0
19111,0
37450,0
24929,0
12298,0
100227,0
77847,0
127170,0
86830,0
64355,0
87080,0
18812,0
134577,0
116743,0
84991,0
12947,0
118287,0
60402,0
96680,0
40044,0
62788,0
113426,0
7513,0
80230,0
130911,0
103934,0
51251,0
103112,0
16370,0
109354,0
106835,0
143060,0
63066,0
93719,0
90539,0
76371,0
57493,0
103913,0
34310,0
1717,0
13020,0
142991,0
49807,0
73188,0
10883,0
139424,0
10641,0
10507,0
16429,0
113292,0
138095,0
62081,0
66950,0
29423,0
95901,0
83233,0
35298,0
118346,0
34107,0
80113,0
29158,0
54657,0
53125,0
66264,0
88473,0
102367,0
100292,0
134240,0
16314,0
122465,0
64876,0
121660,0
34141,0
142623,0
79479,0
50158,0
49994,0
61414,0
48065,0
120604,0
102688,0
64707,0
86447,0
91166,0
91821,0
128049,0
99269,0
130110,0
16672,0
119242,0
40913,0
7107,0
4989,0
43756,0
137748,0
87237,0
106512,0
99672,0
108291,0
1285,0
25305,0
84417,0
58675,0
16441,0
123387,0
113813,0
73312,0
117222,0
17638,0
44842,0
19141,0
24374,0
58061,0
113090,0
549,0
21620,0
6093,0
42739,0
139983,0
64424,0
67631,0
29064,0
28427,0
72596,0
142949,0
4415,0
25318,0
80474,0
122085,0
129819,0
111831,0
55110,0
114875,0
21093,0
21410,0
33471,0
1934,0
138713,0
38388,0
30810,0
2588,0
50367,0
110456,0
72021,0
20670,0
40097,0
6516,0
124376,0
21928,0
15267,0
27972,0
113886,0
116339,0
127512,0
86992,0
100941,0
96406,0
58272,0
134132,0
117275,0
55066,0
80015,0
29217,0
53722,0
138174,0
122526,0
109335,0
59384,0
13610,0
131810,0
6422,0
1550,0
22803,0
111544,0
97302,0
74914,0
130195,0
114552,0
23662,0
18704,0
96272,0
37579,0
25669,0
58383,0
139171,0
128850,0
89224,0
81730,0
24558,0
27155,0
87987,0
84598,0
12432,0
71221,0
60426,0
132106,0
135776,0
133255,0
9573,0
28089,0
121749,0
74020,0
100327,0
132487,0
116848,0
3787,0
69008,0
6411,0
125179,0
82919,0
23129,0
98643,0
83679,0
130062,0
10628,0
81341,0
49842,0
42185,0
24159,0
32164,0
60525,0
88930,0
59659,0
71012,0
36993,0
51858,0
67000,0
100198,0
26327,0
105601,0
11461,0
29946,0
108812,0
92380,0
14196,0
23579,0
115086,0
55316,0
23706,0
28168,0
64085,0
128966,0
43810,0
103128,0
59447,0
102923,0
83201,0
98959,0
48172,0
135125,0
145282,0
16598,0
64576,0
63526,0
95604,0
108082,0
137768,0
74177,0
142559,0
111892,0
84858,0
112287,0
1956,0
58349,0
44972,0
3896,0
60886,0
46254,0
9956,0
95807,0
78474,0
100688,0
139113,0
11337,0
6872,0
89519,0
33127,0
5254,0
64386,0
6396,0
35724,0
120205,0
30963,0
64272,0
89495,0
17683,0
65845,0
63189,0
40427,0
82555,0
63931,0
7879,0
133174,0
27613,0
141123,0
85164,0
106051,0
80841,0
104115,0
92537,0
60208,0
28817,0
38273,0
45144,0
86605,0
129245,0
106986,0
114626,0
127465,0
134504,0
107579,0
143807,0
130348,0
92733,0
56135,0
28135,0
139879,0
119898,0
124289,0
66396,0
113189,0
139465,0
37691,0
36885,0
66831,0
27667,0
77200,0
31069,0
81778,0
119245,0
16633,0
71866,0
123659,0
70364,0
122602,0
80502,0
18900,0
70385,0
111919,0
131507,0
86453,0
123640,0
42263,0
137608,0
76379,0
11080,0
70438,0
120471,0
40156,0
43942,0
116665,0
19741,0
121112,0
9820,0
130614,0
97114,0
113048,0
51535,0
134216,0
133339,0
100482,0
128005,0
4727,0
23530,0
135729,0
13592,0
37920,0
101558,0
85777,0
13130,0
132432,0
130807,0
8924,0
107405,0
1689,0
79853,0
2152,0
127062,0
46354,0
71373,0
9758,0
126251,0
87011,0
139129,0
124749,0
144861,0
40716,0
38504,0
26785,0
96257,0
83505,0
111105,0
2964,0
11446,0
83469,0
79461,0
328,0
107368,0
34196,0
21003,0
2518,0
84790,0
103232,0
85762,0
134979,0
73802,0
59662,0
96410,0
65802,0
6730,0
30696,0
26202,0
136111,0
42474,0
117040,0
90995,0
95634,0
84187,0
3319,0
129855,0
61626,0
76631,0
101781,0
26423,0
94923,0
96587,0
140398,0
1441,0
56780,0
33685,0
27345,0
32728,0
54992,0
133374,0
78749,0
112578,0
20590,0
4523,0
92707,0
93170,0
112450,0
86735,0
86444,0
115156,0
64530,0
70428,0
58227,0
53962,0
13216,0
29353,0
130678,0
51918,0
140797,0
104328,0
143495,0
35667,0
113492,0
10867,0
